	sentence_index	TEXT	LABEL	SPLITSET_LABEL
2483	2484	the fast runner ' transports the viewer into an unusual space	0.51389	1
2484	2485	ultimately engages less for its story of actorly existential despair than for its boundary hopping formal innovations and glimpse into another kind of chinese ` cultural revolution '	0.68056	1
2485	2486	a solid , well formed satire	0.83333	1
2486	2487	as part of mr dong 's continuing exploration of homosexuality in america , family fundamentals is an earnest study in despair	0.63889	1
2487	2488	most consumers of lo mein and general tso 's chicken barely give a thought to the folks who prepare and deliver it , so , hopefully , this film will attach a human face to all those little steaming cartons	0.61111	1
2488	2489	hatosy portrays young brendan with his usual intelligence and subtlety , not to mention a convincing brogue	0.75	1
2489	2490	the filmmakers ' eye for detail and the high standards of performance convey a strong sense of the girls ' environment	0.79167	1
2490	2491	uneven , self conscious but often hilarious spoof	0.625	1
2491	2492	even bigger and more ambitious than the first installment , spy kids 2 looks as if it were made by a highly gifted 12 year old instead of a grown man	0.38889	1
2492	2493	thanks to the chateau 's balance of whimsicality , narrative discipline and serious improvisation , almost every relationship and personality in the film yields surprises	0.79167	1
2493	2494	alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise	0.625	1
2494	2495	fresh and raw like a blown out vein , narc takes a walking dead , cop flick subgenre and beats new life into it	0.90278	1
2495	2496	the premise of jason x is silly but strangely believable	0.66667	1
2496	2497	it 's a wise and powerful tale of race and culture forcefully told , with superb performances throughout	0.93056	1
2497	2498	an awfully good , achingly human picture	0.625	1
2498	2499	the cast comes through even when the movie does n't	0.56944	1
2499	2500	you 'll laugh at either the obviousness of it all or its stupidity or maybe even its inventiveness , but the point is , you 'll laugh	0.41667	1
2500	2501	definitely worth 95 minutes of your time	0.88889	1
2501	2502	the film jolts the laughs from the audience as if by cattle prod	0.75	1
2502	2503	a sexy , surprising romance idemoto and kim make a gorgeous pair their scenes brim with sexual possibility and emotional danger	0.81944	1
2503	2504	toes the fine line between cheese and earnestness remarkably well everything is delivered with such conviction that it 's hard not to be carried away	0.73611	1
2504	2505	whereas oliver stone 's conspiracy thriller jfk was long , intricate , star studded and visually flashy , interview with the assassin draws its considerable power from simplicity	0.76389	1
2505	2506	funny , sexy , devastating and incurably romantic	0.81944	1
2506	2507	triple x is a double agent , and he 's one bad dude	0.625	1
2507	2508	when you 've got the wildly popular vin diesel in the equation , it adds up to big box office bucks all but guaranteed	0.75	1
2508	2509	very well written and very well acted	1.0	1
2509	2510	a powerful and telling story that examines forbidden love , racial tension , and other issues that are as valid today as they were in the 1950s	1.0	1
2510	2511	you emerge dazed , confused as to whether you 've seen pornography or documentary	0.29167	1
2511	2512	it ai n't art , by a long shot , but unlike last year 's lame musketeer , this dumas adaptation entertains	0.66667	1
2512	2513	likeable thanks to its cast , its cuisine and its quirky tunes	0.83333	1
2513	2514	chilling in its objective portrait of dreary , lost twenty first century america	0.65278	1
2514	2515	highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it	0.76389	1
2515	2516	there 's enough cool fun here to warm the hearts of animation enthusiasts of all ages	0.77778	1
2516	2517	it manages to squeeze by on angelina jolie 's surprising flair for self deprecating comedy	0.66667	1
2517	2518	secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie	0.80556	1
2518	2519	judith and zaza 's extended bedroom sequence is so intimate and sensual and funny and psychologically self revealing that it makes most of what passes for sex in the movies look like cheap hysterics	0.88889	1
2519	2520	photographed with melancholy richness and eloquently performed yet also decidedly uncinematic	0.59722	1
2520	2521	a knowing look at female friendship , spiked with raw urban humor	0.69444	1
2521	2522	as i settled into my world war ii memories , i found myself strangely moved by even the corniest and most hackneyed contrivances	0.76389	1
2522	2523	the overall effect is awe and affection and a strange urge to get on a board and , uh , shred , dude	0.80556	1
2523	2524	it 's that rare family movie genuine and sweet without relying on animation or dumb humor	0.875	1
2524	2525	the trinity assembly approaches the endeavor with a shocking lack of irony , and george ratliff 's documentary , hell house , reflects their earnestness which makes for a terrifying film	0.43056	1
2525	2526	confessions may not be a straightforward bio , nor does it offer much in the way of barris ' motivations , but the film is an oddly fascinating depiction of an architect of pop culture	0.61111	1
2526	2527	a special kind of movie , this melancholic film noir reminded me a lot of memento	0.90278	1
2527	2528	simple , poignant and leavened with humor , it 's a film that affirms the nourishing aspects of love and companionship	0.76389	1
2528	2529	together , miller , kuras and the actresses make personal velocity into an intricate , intimate and intelligent journey	0.625	1
2529	2530	the wonder of mostly martha is the performance of gedeck , who makes martha enormously endearing	0.86111	1
2530	2531	with notorious c h o cho proves she has the stuff to stand tall with pryor , carlin and murphy	0.75	1
2531	2532	less front loaded and more shapely than the two hour version released here in 1990	0.55556	1
2532	2533	watching war photographer , you come to believe that nachtwey hates the wars he shows and empathizes with the victims he reveals	0.69444	1
2533	2534	( a ) real pleasure in its laid back way	0.83333	1
2534	2535	some may choose to interpret the film 's end as hopeful or optimistic but i think payne is after something darker	0.56944	1
2535	2536	though it runs 163 minutes , safe conduct is anything but languorous	0.77778	1
2536	2537	it 's packed to bursting with incident , and with scores of characters , some fictional , some from history	0.56944	1
2537	2538	a much better documentary more revealing , more emotional and more surprising than its pedestrian english title would have you believe	0.83333	1
2538	2539	notwithstanding my problem with the movie 's final half hour , i 'm going to recommend secretary , based on the wonderful acting clinic put on by spader and gyllenhaal , and also the unique way shainberg goes about telling what at heart is a sweet little girl	0.73611	1
2539	2540	a well crafted film that is all the more remarkable because it achieves its emotional power and moments of revelation with restraint and a delicate ambiguity	0.72222	1
2540	2541	the film has the uncanny ability to right itself precisely when you think it 's in danger of going wrong	0.75	1
2541	2542	my big fat greek wedding is that rare animal known as ' a perfect family film , ' because it 's about family	0.75	1
2542	2543	would make an excellent companion piece to the similarly themed ` the french lieutenant 's woman '	0.75	1
2543	2544	with the gifted pearce on hand to keep things on semi stable ground dramatically , this retooled machine is ultimately effective enough at achieving the modest , crowd pleasing goals it sets for itself	0.81944	1
2544	2545	a movie that 's just plain awful but still manages to entertain on a guilty pleasure , so bad it 's funny level	0.55556	1
2545	2546	a disoriented but occasionally disarming saga packed with moments out of an alice in wonderland adventure , a stalker thriller , and a condensed season of tv 's big brother	0.625	1
2546	2547	functions as both a revealing look at the collaborative process and a timely , tongue in cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing	0.63889	1
2547	2548	with a confrontational stance , todd solondz takes aim on political correctness and suburban families	0.41667	1
2548	2549	a mess , but it 's a sincere mess	0.52778	1
2549	2550	this odd , distant portuguese import more or less borrows from bad lieutenant and les vampires , and comes up with a kind of art house gay porn film	0.38889	1
2550	2551	for a debut film , skin of man , heart of beast feels unusually assured	0.59722	1
2551	2552	a photographic marvel of sorts , and it 's certainly an invaluable record of that special fishy community	0.76389	1
2552	2553	it 's soulful and unslick , and that 's apparently just what ( aniston ) has always needed to grow into a movie career	0.84722	1
2553	2554	although olivier assayas ' elegantly appointed period drama seems , at times , padded with incident in the way of a too conscientious adaptation its three hour running time plays closer to two	0.63889	1
2554	2555	a jaw droppingly beautiful work that upends nearly every cliche of japanese animation while delivering a more than satisfactory amount of carnage	0.875	1
2555	2556	terry is a sort of geriatric dirty harry , which will please eastwood 's loyal fans and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man	0.69444	1
2556	2557	parts seem like they were lifted from terry gilliam 's subconscious , pressed through kafka 's meat grinder and into bunuel 's casings	0.77778	1
2557	2558	` like a child with an important message to tell ( skins ' ) faults are easy to forgive because the intentions are lofty '	0.55556	1
2558	2559	a delightful entree in the tradition of food movies	0.83333	1
2559	2560	an escapist confection that 's pure entertainment	0.93056	1
2560	2561	the ring is worth a look , if you do n't demand much more than a few cheap thrills from your halloween entertainment	0.47222	1
2561	2562	the movie ultimately relies a bit too heavily on grandstanding , emotional , rocky like moments but it 's such a warm and charming package that you 'll feel too happy to argue much	0.55556	1
2562	2563	throwing it all away for the fleeting joys of love 's brief moment	0.56944	1
2563	2564	armed with a game supporting cast , from the pitch perfect forster to the always hilarious meara and levy , like mike shoots and scores , doing its namesake proud	0.80556	1
2564	2565	a decent enough nail biter that stands a good chance of being the big hit franklin needs to stay afloat in hollywood	0.72222	1
2565	2566	begins like a docu drama but builds its multi character story with a flourish	0.83333	1
2566	2567	one of the most genuinely sweet films to come along in quite some time	0.94444	1
2567	2568	after an uncertain start , murder hits and generally sustains a higher plateau with bullock 's memorable first interrogation of gosling	0.73611	1
2568	2569	the story ultimately takes hold and grips hard	0.83333	1
2569	2570	a bit of a downer and a little over dramatic at times , but this is a beautiful film for people who like their romances to have that french realism	0.69444	1
2570	2571	an emotionally strong and politically potent piece of cinema	0.83333	1
2571	2572	enticing and often funny documentary	0.80556	1
2572	2573	going to this movie is a little like chewing whale blubber it 's an acquired taste that takes time to enjoy , but it 's worth it , even if it does take 3 hours to get through	0.47222	1
2573	2574	a portrait of hell so shattering it 's impossible to shake	0.61111	1
2574	2575	almodovar is an imaginative teacher of emotional intelligence in this engaging film about two men who discover what william james once called ` the gift of tears '	0.83333	1
2575	2576	better than the tepid star trek insurrection falls short of first contact because the villain could n't pick the lint off borg queen alice krige 's cape and finishes half a parsec ( a nose ) ahead of generations	0.40278	1
2576	2577	at times a bit melodramatic and even a little dated ( depending upon where you live ) , ignorant fairies is still quite good natured and not a bad way to spend an hour or two	0.68056	1
2577	2578	tense , terrific , sweaty palmed fun	0.73611	1
2578	2579	majidi 's direction has never been smoother or more confident	0.83333	1
2579	2580	what a bewilderingly brilliant and entertaining movie this is	0.83333	1
2580	2581	hard , endearing , caring , warm	0.80556	1
2581	2582	bring tissues	0.61111	1
2582	2583	a thriller with an edge which is to say that it does n't follow the stale , standard , connect the dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world	0.77778	1
2583	2584	`` me without you '' is a probing examination of a female friendship set against a few dynamic decades	0.58333	1
2584	2585	inherently caustic and oddly whimsical , the film chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss	0.72222	1
2585	2586	though frodo 's quest remains unfulfilled , a hardy group of determined new zealanders has proved its creative mettle	0.54167	1
2586	2587	it 's a square , sentimental drama that satisfies , as comfort food often can	0.77778	1
2587	2588	pure cinematic intoxication , a wildly inventive mixture of comedy and melodrama , tastelessness and swooning elegance	0.75	1
2588	2589	ramsay is clearly extraordinarily talented , and based on three short films and two features , here 's betting her third feature will be something to behold	0.81944	1
2589	2590	i was impressed by how many tit for tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an american russian armageddon	0.625	1
2590	2591	a classy , sprightly spin on film	0.83333	1
2591	2592	fast , frantic and fun , but also soon forgotten	0.47222	1
2592	2593	a spiffy animated feature about an unruly adolescent boy who is yearning for adventure and a chance to prove his worth	0.75	1
2593	2594	devos and cassel have tremendous chemistry their sexual and romantic tension , while never really vocalized , is palpable	0.91667	1
2594	2595	fulfills the minimum requirement of disney animation	0.44444	1
2595	2596	a moving , if uneven , success	0.66667	1
2596	2597	with one exception , every blighter in this particular south london housing project digs into dysfunction like it 's a big , comforting jar of marmite , to be slathered on crackers and served as a feast of bleakness	0.43056	1
2597	2598	wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture	0.97222	1
2598	2599	there 's plenty to impress about e t	0.70833	1
2599	2600	a chronicle not only of one man 's quest to be president , but of how that man single handedly turned a plane full of hard bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department	0.625	1
2600	2601	until it goes off the rails in its final 10 or 15 minutes , wendigo , larry fessenden 's spooky new thriller , is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films	0.61111	1
2601	2602	( woo 's ) most resonant film since the killer	0.75	1
2602	2603	collateral damage is trash , but it earns extra points by acting as if it were n't	0.19444	1
2603	2604	a whole lot of fun and funny in the middle , though somewhat less hard hitting at the start and finish	0.69444	1
2604	2605	maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well crafted and this one is	0.77778	1
2605	2606	( fincher 's ) camera sense and assured pacing make it an above average thriller	0.73611	1
2606	2607	the film is insightful about kissinger 's background and history	0.66667	1
2607	2608	an engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger than life character	0.86111	1
2608	2609	a lot of the credit for the film 's winning tone must go to grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him	0.66667	1
2609	2610	exploits ( headbanger ) stereotypes in good fun , while adding a bit of heart and unsettling subject matter	0.66667	1
2610	2611	a journey that is as difficult for the audience to take as it is for the protagonist yet it 's potentially just as rewarding	0.625	1
2611	2612	ratliff 's two previous titles , plutonium circus and purgatory county show his penchant for wry , contentious configurations , and this film is part of that delicate canon	0.63889	1
2612	2613	from its invitingly upbeat overture to its pathos filled but ultimately life affirming finale , martin is a masterfully conducted work	0.68056	1
2613	2614	passions , obsessions , and loneliest dark spots are pushed to their most virtuous limits , lending the narrative an unusually surreal tone	0.77778	1
2614	2615	a comedy that swings and jostles to the rhythms of life	0.73611	1
2615	2616	at times auto focus feels so distant you might as well be watching it through a telescope	0.25	1
2616	2617	yet in its own aloof , unreachable way it 's so fascinating you wo n't be able to look away for a second	0.77778	1
2617	2618	if you 're part of her targeted audience , you 'll cheer	0.68056	1
2618	2619	otherwise , maybe	0.47222	1
2619	2620	as animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth	0.70833	1
2620	2621	blade ii merges bits and pieces from fighting games , wire fu , horror movies , mystery , james bond , wrestling , sci fi and anime into one big bloody stew	0.65278	1
2621	2622	instead of hitting the audience over the head with a moral , schrader relies on subtle ironies and visual devices to convey point of view	0.69444	1
2622	2623	k 19 will not go down in the annals of cinema as one of the great submarine stories , but it is an engaging and exciting narrative of man confronting the demons of his own fear and paranoia	0.73611	1
2623	2624	contrived as this may sound , mr rose 's updating works surprisingly well	0.77778	1
2624	2625	a glib but bouncy bit of sixties style slickness in which the hero might wind up caught but the audience gets pure escapism	0.66667	1
2625	2626	you do n't need to be a hip hop fan to appreciate scratch , and that 's the mark of a documentary that works	0.76389	1
2626	2627	between bursts of automatic gunfire , the story offers a trenchant critique of capitalism	0.65278	1
2627	2628	combines improbable melodrama ( gored bullfighters , comatose ballerinas ) with subtly kinky bedside vigils and sensational denouements , and yet at the end , we are undeniably touched	0.76389	1
2628	2629	while the story 's undeniably hard to follow , iwai 's gorgeous visuals seduce	0.66667	1
2629	2630	if you can get past the taboo subject matter , it will be well worth your time	0.80556	1
2630	2631	a lovely film elegant , witty and beneath a prim exterior unabashedly romantic hugely enjoyable in its own right though not really faithful to its source 's complexity	0.84722	1
2631	2632	scooby doo is surely everything its fans are hoping it will be , and in that sense is a movie that deserves recommendation	0.81944	1
2632	2633	( a ) devastatingly powerful and astonishingly vivid holocaust drama	0.94444	1
2633	2634	a solid cast , assured direction and complete lack of modern day irony	0.77778	1
2634	2635	these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and i 'm all for that	0.76389	1
2635	2636	a sun drenched masterpiece , part parlor game , part psychological case study , part droll social satire	0.86111	1
2636	2637	worth a look as a curiosity	0.63889	1
2637	2638	you watch for that sense of openness , the little surprises	0.79167	1
2638	2639	director peter kosminsky gives these women a forum to demonstrate their acting ` chops ' and they take full advantage	0.75	1
2639	2640	auto focus is not your standard hollywood bio pic	0.55556	1
2640	2641	schrader aims to present an unflinching look at one man 's downfall , brought about by his lack of self awareness	0.375	1
2641	2642	the bourne identity should n't be half as entertaining as it is , but director doug liman and his colleagues have managed to pack it with enough action to satisfy the boom bam crowd without a huge sacrifice of character and mood	0.77778	1
2642	2643	for veggietales fans , this is more appetizing than a side dish of asparagus	0.84722	1
2643	2644	if you 're not a fan , it might be like trying to eat brussels sprouts	0.23611	1
2644	2645	remove spider man the movie from its red herring surroundings and it 's apparent that this is one summer film that satisfies	0.66667	1
2645	2646	the whole mildly pleasant outing the r rating is for brief nudity and a grisly corpse remains aloft not on its own self referential hot air , but on the inspired performance of tim allen	0.59722	1
2646	2647	a gorgeously strange movie , heaven is deeply concerned with morality , but it refuses to spell things out for viewers	0.79167	1
2647	2648	the emperor 's club , ruthless in its own placid way , finds one of our most conservative and hidebound movie making traditions and gives it new texture , new relevance , new reality	0.83333	1
2648	2649	it 's truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible	0.68056	1
2649	2650	though intrepid in exploring an attraction that crosses sexual identity , ozpetek falls short in showing us antonia 's true emotions but at the very least , his secret life will leave you thinking	0.66667	1
2650	2651	there is little question that this is a serious work by an important director who has something new to say about how , in the flip flop of courtship , we often reel in when we should be playing out	0.65278	1
2651	2652	the message of such reflections intentional or not is that while no art grows from a vacuum , many artists exist in one	0.51389	1
2652	2653	gooding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences	0.63889	1
2653	2654	the otherwise good naturedness of mr deeds , with its embrace of sheer goofiness and cameos of less than likely new york celebrities certainly raises the film above anything sandler 's been attached to before	0.73611	1
2654	2655	the movie is brilliant , really	0.90278	1
2655	2656	it is philosophy , illustrated through everyday events	0.625	1
2656	2657	it 's stylishly directed with verve	0.75	1
2657	2658	gives an intriguing twist to the french coming of age genre	0.76389	1
2658	2659	offers an interesting look at the rapidly changing face of beijing	0.68056	1
2659	2660	a solid , psychological action film from hong kong	0.68056	1
2660	2661	see it now , before the inevitable hollywood remake flattens out all its odd , intriguing wrinkles	0.44444	1
2661	2662	holm does his sly , intricate magic , and iben hjelje is entirely appealing as pumpkin	0.75	1
2662	2663	an enjoyable feel good family comedy regardless of race	0.79167	1
2663	2664	features what is surely the funniest and most accurate depiction of writer 's block ever	0.94444	1
2664	2665	it would take a complete moron to foul up a screen adaptation of oscar wilde 's classic satire	0.13889	1
2665	2666	it 's bright , pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime	0.79167	1
2666	2667	in the long , dishonorable history of quickie teen pop exploitation , like mike stands out for its only partly synthetic decency	0.40278	1
2667	2668	bravo for history rewritten , and for the uncompromising knowledge that the highest power of all is the power of love	0.77778	1
2668	2669	lead actress gai , she of the impossibly long limbs and sweetly conspiratorial smile , is a towering siren	0.875	1
2669	2670	even if you 've seen `` stomp '' ( the stage show ) , you still have to see this !	0.97222	1
2670	2671	a light , yet engrossing piece	0.75	1
2671	2672	lux , now in her eighties , does a great combination act as narrator , jewish grandmother and subject taking us through a film that is part biography , part entertainment and part history	0.83333	1
2672	2673	it 's a setup so easy it borders on facile , but keeping the film from cheap shot mediocrity is its crack cast	0.63889	1
2673	2674	rife with the rueful , wry humor springing out of yiddish culture and language	0.61111	1
2674	2675	a time machine , a journey back to your childhood , when cares melted away in the dark theater , and films had the ability to mesmerize , astonish and entertain	0.88889	1
2675	2676	rubbo 's humorously tendentious intervention into the who wrote shakespeare controversy	0.76389	1
2676	2677	cantet beautifully illuminates what it means sometimes to be inside looking out , and at other times outside looking in	0.68056	1
2677	2678	k 19 the widowmaker is a great yarn	0.76389	1
2678	2679	it 's as raw and action packed an experience as a ringside seat at a tough man contest	0.81944	1
2679	2680	evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes	0.29167	1
2680	2681	a brilliant gag at the expense of those who paid for it and those who pay to see it	0.56944	1
2681	2682	visually striking and viscerally repellent	0.76389	1
2682	2683	overcomes its visual hideousness with a sharp script and strong performances	0.70833	1
2683	2684	astonishingly skillful and moving it could become a historically significant work as well as a masterfully made one	0.875	1
2684	2685	beautifully crafted and cooly unsettling recreates the atmosphere of the crime expertly	0.88889	1
2685	2686	the year 2002 has conjured up more coming of age stories than seem possible , but take care of my cat emerges as the very best of them	0.81944	1
2686	2687	although it does n't always hang together violence and whimsy do n't combine easily `` cherish '' certainly is n't dull	0.55556	1
2687	2688	the sight of the spaceship on the launching pad is duly impressive in imax dimensions , as are shots of the astronauts floating in their cabins	0.77778	1
2688	2689	time is a beautiful film to watch , an interesting and at times captivating take on loss and loneliness	0.90278	1
2689	2690	an intriguing look at the french film industry during the german occupation its most delightful moments come when various characters express their quirky inner selves	0.79167	1
2690	2691	a fine documentary can be distinguished from a mediocre one by the better film 's ability to make its subject interesting to those who are n't part of its supposed target audience	0.77778	1
2691	2692	judging by those standards , ` scratch ' is a pretty decent little documentary	0.72222	1
2692	2693	fubar is very funny , but not always in a laugh out loud way	0.48611	1
2693	2694	a diverse and astonishingly articulate cast of palestinian and israeli children	0.66667	1
2694	2695	slight but enjoyable documentary	0.63889	1
2695	2696	` the film is stark , straightforward and deadly an unnatural calm that 's occasionally shaken by blasts of rage , and later , violent jealousy '	0.5	1
2696	2697	call this the full monty on ice , the underdog sports team formula redux	0.41667	1
2697	2698	unfolds in a low key , organic way that encourages you to accept it as life and go with its flow	0.75	1
2698	2699	a beguiling evocation of the quality that keeps dickens evergreen the exuberant openness with which he expresses our most basic emotions	0.79167	1
2699	2700	the heat of the moment prevails	0.61111	1
2700	2701	it cooks conduct in a low , smoky and inviting sizzle	0.63889	1
2701	2702	a riveting story well told	0.83333	1
2702	2703	denis forges out of the theories of class based rage and sisterly obsession a razor sided tuning fork that rings with cultural , sexual and social discord	0.44444	1
2703	2704	a compelling pre wwii drama with vivid characters and a warm , moving message	0.84722	1
2704	2705	the stars may be college kids , but the subject matter is as adult as you can get the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one night swim turns into an ocean of trouble	0.76389	1
2705	2706	pretty good little movie	0.69444	1
2706	2707	by turns touching , raucously amusing , uncomfortable , and , yes , even sexy , never again is a welcome and heartwarming addition to the romantic comedy genre	0.81944	1
2707	2708	if you have n't seen the film lately , you may be surprised at the variety of tones in spielberg 's work	0.61111	1
2708	2709	much of it is funny , but there are also some startling , surrealistic moments	0.76389	1
2709	2710	( the digital effects ) reminded me of terry gilliam 's rudimentary old monty python cartoons , in which he would cut out figures from drawings and photographs and paste them together	0.43056	1
2710	2711	an entertaining mix of period drama and flat out farce that should please history fans	0.76389	1
2711	2712	canada 's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the inuit people	0.63889	1
2712	2713	the fluid motion is astounding on any number of levels including the physical demands made on buttner and it implies in its wake the intractable , irreversible flow of history	0.65278	1
2713	2714	alternately hilarious and sad , aggravating and soulful , scathing and joyous	0.75	1
2714	2715	it 's a masterpeice	0.98611	1
2715	2716	the film 's messages of tolerance and diversity are n't particularly original , but one ca n't help but be drawn in by the sympathetic characters	0.63889	1
2716	2717	though it lacks the utter authority of a genre gem , there 's a certain robustness to this engaging mix of love and bloodletting	0.73611	1
2717	2718	a conventional , but well crafted film about a historic legal battle in ireland over a man 's right to raise his own children	0.72222	1
2718	2719	yes , it 's as good as you remember	0.73611	1
2719	2720	in fact , even better	0.76389	1
2720	2721	hartley adds enough quirky and satirical touches in the screenplay to keep the film entertaining	0.80556	1
2721	2722	an uncomfortable movie , suffocating and sometimes almost senseless , the grey zone does have a center , though a morbid one	0.16667	1
2722	2723	this is a harrowing movie about how parents know where all the buttons are , and how to push them	0.58333	1
2723	2724	a stirring road movie	0.76389	1
2724	2725	one of the best films i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense	0.76389	1
2725	2726	insanely hilarious !	0.95833	1
2726	2727	i have n't laughed that hard in years !	0.93056	1
2727	2728	anyone who 's ever suffered under a martinet music instructor has no doubt fantasized about what an unhappy , repressed and twisted personal life their tormentor deserved	0.51389	1
2728	2729	these people are really going to love the piano teacher	0.84722	1
2729	2730	it 's a tour de force , written and directed so quietly that it 's implosion rather than explosion you fear	0.51389	1
2730	2731	it may not be history but then again , what if it is ?	0.52778	1
2731	2732	but it makes for one of the most purely enjoyable and satisfying evenings at the movies i 've had in a while	0.81944	1
2732	2733	if `` lilo stitch '' is n't the most edgy piece of disney animation to hit the silver screen , then this first film to use a watercolor background since `` dumbo '' certainly ranks as the most original in years	0.84722	1
2733	2734	this may be dover kosashvili 's feature directing debut , but it looks an awful lot like life gritty , awkward and ironic	0.51389	1
2734	2735	this ready made midnight movie probably wo n't stand the cold light of day , but under the right conditions , it 's goofy ( if not entirely wholesome ) fun	0.75	1
2735	2736	see scratch for the history , see scratch for the music , see scratch for a lesson in scratching , but , most of all , see it for the passion	0.86111	1
2736	2737	`` bowling for columbine '' remains a disquieting and thought provoking film	0.77778	1
2737	2738	even though it is infused with the sensibility of a video director , it does n't make for completely empty entertainment	0.44444	1
2738	2739	but even with the two wrongs make a right chemistry between jolie and burns this otherwise appealing picture loses its soul to screenwriting for dummies conformity	0.48611	1
2739	2740	talk to her is so darned assured , we have absolutely no idea who the main characters are until the film is well under way and yet it 's hard to stop watching	0.69444	1
2740	2741	star producer salma hayek and director julie taymor have infused frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own	0.75	1
2741	2742	a truly wonderful tale combined with stunning animation	0.88889	1
2742	2743	a low key labor of love that strikes a very resonant chord	0.79167	1
2743	2744	an average kid empowerment fantasy with slightly above average brains	0.76389	1
2744	2745	confessions is n't always coherent , but it 's sharply comic and surprisingly touching , so hold the gong	0.61111	1
2745	2746	while guzman frustratingly refuses to give pinochet 's crimes a political context , his distance from the material is mostly admirable	0.54167	1
2746	2747	a story , an old and scary one , about the monsters we make , and the vengeance they take	0.5	1
2747	2748	a sentimental but entirely irresistible portrait of three aging sisters	0.72222	1
2748	2749	white oleander may leave you rolling your eyes in the dark , but that does n't mean you wo n't like looking at it	0.61111	1
2749	2750	in painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people , the movie exalts the marxian dream of honest working folk , with little to show for their labor , living harmoniously , joined in song	0.75	1
2750	2751	the most brilliant work in this genre since the 1984 uncut version of sergio leone 's flawed but staggering once upon a time in america	0.93056	1
2751	2752	it looks closely , insightfully at fragile , complex relationships	0.66667	1
2752	2753	not a bad choice here , assuming that the air conditioning in the theater is working properly	0.47222	1
2753	2754	a fine effort , an interesting topic , some intriguing characters and a sad ending	0.68056	1
2754	2755	certainly the big finish was n't something galinsky and hawley could have planned for but part of being a good documentarian is being there when the rope snaps	0.75	1
2755	2756	it must be the end of the world the best film so far this year is a franchise sequel starring wesley snipes	0.66667	1
2756	2757	there are moments of hilarity to be had	0.77778	1
2757	2758	a hypnotic portrait of this sad , compulsive life	0.61111	1
2758	2759	( while the last metro ) was more melodramatic , confined to a single theater company and its strategies and deceptions , while tavernier is more concerned with the entire period of history	0.61111	1
2759	2760	one of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning	0.98611	1
2760	2761	return to never land is reliable , standard disney animated fare , with enough creative energy and wit to entertain all ages	0.83333	1
2761	2762	michael moore 's latest documentary about america 's thirst for violence is his best film yet	0.86111	1
2762	2763	suffice to say that after seeing this movie in imax form , you 'll be more acquainted with the tiniest details of tom hanks ' face than his wife is	0.52778	1
2763	2764	like a tarantino movie with heart , alias betty is richly detailed , deftly executed and utterly absorbing	0.77778	1
2764	2765	marvelously entertaining and deliriously joyous documentary	0.94444	1
2765	2766	a brisk , reverent , and subtly different sequel	0.84722	1
2766	2767	a movie i loved on first sight and , even more important , love in remembrance	0.875	1
2767	2768	deserves a place of honor next to nanook as a landmark in film history	0.77778	1
2768	2769	murderous maids pulls no punches in its depiction of the lives of the papin sister and the events that led to their notorious rise to infamy	0.66667	1
2769	2770	this is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the american underground	0.86111	1
2770	2771	the sweetest thing , a romantic comedy with outrageous tendencies , may be a mess in a lot of ways	0.44444	1
2771	2772	but it does have one saving grace	0.75	1
2772	2773	a lot of its gags and observations reflect a woman 's point of view	0.58333	1
2773	2774	this is lightweight filmmaking , to be sure , but it 's pleasant enough and oozing with attractive men	0.68056	1
2774	2775	at its most basic , this cartoon adventure is that wind in the hair exhilarating	0.77778	1
2775	2776	fans of critics ' darling band wilco will marvel at the sometimes murky , always brooding look of i am trying to break your heart	0.66667	1
